CO
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.201"""
"18.00%;""22.00°"";"" 1.299"""
"18.00%;""22.00°"";"" 1.402"""
"18.00%;""22.00°"";"" 3.120"""
"18.00%;""22.00°"";"" 3.921"""
"18.00%;""22.00°"";"" 3.505"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 1.872"""
"18.00%;""22.00°"";"" 1.625"""
"18.00%;""22.00°"";"" 1.511"""
"18.00%;""22.00°"";"" 1.511"""
"18.00%;""22.00°"";"" 2.939"""
"18.00%;""22.00°"";"" 4.370"""
"18.00%;""22.00°"";"" 3.120"""
"18.00%;""22.00°"";"" 2.939"""
"18.00%;""22.00°"";"" 2.766"""
"18.00%;""22.00°"";"" 2.766"""
"18.00%;""22.00°"";"" 2.766"""
"18.00%;""22.00°"";"" 2.600"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 2.289"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 2.289"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.004"""
"18.00%;""22.00°"";"" 2.004"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.004"""
"18.00%;""22.00°"";"" 1.872"""
"18.00%;""22.00°"";"" 1.872"""
"18.00%;""22.00°"";"" 2.004"""
"18.00%;""22.00°"";"" 2.766"""
"18.00%;""22.00°"";"" 3.120"""
"18.00%;""22.00°"";"" 2.939"""
"18.00%;""22.00°"";"" 2.939"""
"18.00%;""22.00°"";"" 2.766"""
"18.00%;""22.00°"";"" 2.766"""
"18.00%;""22.00°"";"" 2.600"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 2.441"""
"18.00%;""22.00°"";"" 2.289"""
"18.00%;""22.00°"";"" 2.289"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.289"""
"18.00%;""22.00°"";"" 2.289"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 2.004"""
"18.00%;""22.00°"";"" 2.004"""
"18.00%;""22.00°"";"" 2.004"""
"18.00%;""22.00°"";"" 1.872"""
"18.00%;""22.00°"";"" 2.143"""
"18.00%;""22.00°"";"" 1.872"""
"18.00%;""22.00°"";"" 2.004"""
"18.00%;""22.00°"";"" 1.872"""
"18.00%;""22.00°"";"" 1.872"""
"18.00%;""22.00°"";"" 2.004"""
"18.00%;""22.00°"";"" 2.004"""
"18.00%;""22.00°"";"" 2.004"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.257"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.094"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.174"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.155"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.418"""
"18.00%;""22.00°"";"" 1.418"""
"18.00%;""22.00°"";"" 1.327"""
"18.00%;""22.00°"";"" 1.418"""
"18.00%;""22.00°"";"" 1.327"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.239"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.076"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""
"18.00%;""22.00°"";"" 1.000"""


















































































































































































































































































































"18.00%;""22.00°"";"" 1.248"""
